"","station_nm","agency_cd","site_no","dec_lat_va","dec_lon_va","hucCd","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"195","CLAM-5","21AWIC","21AWIC-161",31.802873,-87.42528,"03150204","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-161","CLAM-5","River/Stream","Deepest point, main creek channel, Tallatchee Creek embayment, approx. 0.5 miles upstream of lake confluence.","03150204",NA,NA,NA,NA,31.802873,-87.42528,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","099",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"196","ALRA-1","21AWIC","21AWIC-163",31.541269,-87.526045,"03150204","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-163","ALRA-1","River/Stream","Downstream of Claiborne Reservoir. Deepest point, main river channel, approx. one mile downstream of US Hwy. 84.","03150204",NA,NA,NA,NA,31.541269,-87.526045,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","099",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"197","PNCM-8A","21AWIC","21AWIC-1631",32.17642,-86.38552,"03150201","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1631","PNCM-8A","River/Stream","Pinchony Ck at Montgomery CR 24","03150201",NA,NA,NA,NA,32.17642,-86.38552,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","101",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"198","PNTM-7","21AWIC","21AWIC-1632",32.17548,-86.34467,"03150201","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1632","PNTM-7","River/Stream","Pintlala Cr @ Old Hayneville Rd.","03150201",NA,NA,NA,NA,32.17548,-86.34467,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","101",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"199","TARE-1","21AWIC","21AWIC-164",32.43972,-86.19556,"03150110","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-164","TARE-1","River/Stream","Tallapoosa River, deepest point, main river channel.  Montgomery Water Intake, approximately 3 miles upstream of HWY 231.","03150110",NA,NA,NA,NA,32.43972,-86.19556,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","101",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"200","PTRH-1","21AWIC","21AWIC-1641",31.480448,-85.147635,"03130004","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1641","PTRH-1","River/Stream","Peterman Ck @ Henry Co Rd 28 intersect","03130004",NA,NA,NA,NA,31.480448,-85.147635,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","067",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"201","RMA-1","21AWIC","21AWIC-1651",34.296,-86.49322,"03160109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1651","RMA-1","River/Stream","~0.25 mi upstream of Arab WWTP discharge","03160109",NA,NA,NA,NA,34.296,-86.49322,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","043",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"202","RMA-3","21AWIC","21AWIC-1653",34.2845,-86.51719,"03160109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1653","RMA-3","River/Stream","~1.25 mi downstream of Arab WWTP dishcarge at New Harmony Road crossing","03160109",NA,NA,NA,NA,34.2845,-86.51719,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","043",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"203","WDFA-4","21AWIC","21AWIC-166",32.371148,-86.4584,"03150201","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-166","WDFA-4","River/Stream","Deepest point, main creek channel, Catoma Creek embayment, approx. 0.5 miles upstream of lake confluence.","03150201",NA,NA,NA,NA,32.371148,-86.4584,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","101",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"204","SCC-4","21AWIC","21AWIC-1666",32.781694,-85.672,"03150109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1666","SCC-4","River/Stream","Sandy Creek at Tallapoosa CR 50","03150109",NA,NA,NA,NA,32.781694,-85.672,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","123",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"205","SECE-1","21AWIC","21AWIC-1669",31.089126,-87.430644,"03140305","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1669","SECE-1","River/Stream","Sizemore Ck @ Bell Fork Rd.","03140305",NA,NA,NA,NA,31.089126,-87.430644,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","053",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"206","WHEL-4","21AWIC","21AWIC-167",34.542968,-86.72628,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-167","WHEL-4","River/Stream","Deepest point, main creek channel, Cotaco Creek embayment, immediately upstream of Sharps Ford Bridge.","06030002",NA,NA,NA,NA,34.542968,-86.72628,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","103",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"207","SECE-2","21AWIC","21AWIC-1670",31.099278,-87.391808,"03140305","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1670","SECE-2","River/Stream","Sizemore Ck @ Co. Rd. 27","03140305",NA,NA,NA,NA,31.099278,-87.391808,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","053",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"208","SF-1","21AWIC","21AWIC-1672",34.285583,-87.399056,"03160110","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1672","SF-1","River/Stream","Sipsey Fork at Winston CR 60 (Cranal Road)","03160110",NA,NA,NA,NA,34.285583,-87.399056,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","133",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"209","SHLR-5","21AWIC","21AWIC-1676",33.44027,-85.360436,"03150108","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1676","SHLR-5","River/Stream","At Alabama Hwy 48 in Randolph Co","03150108",NA,NA,NA,NA,33.44027,-85.360436,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","111",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"210","WHEL-6","21AWIC","21AWIC-168",34.558889,-86.948056,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-168","WHEL-6","River/Stream","Deepest point, main creek channel, Flint Creek embayment, 1 mile downstream of AL Hwy 67 bridge at public access area.","06030002",NA,NA,NA,NA,34.558889,-86.948056,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","103",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"211","SLAM-22C","21AWIC","21AWIC-1680",34.212261,-86.272319,"03160111","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1680","SLAM-22C","River/Stream","@ unnamed Marshall Co Rd nr Douglas","03160111",NA,NA,NA,NA,34.212261,-86.272319,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","095",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"212","SLOW-11","21AWIC","21AWIC-1682",33.84451,-86.95998,"03160109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1682","SLOW-11","River/Stream","Sloan Ck @ CR 5 (Empire Rd)","03160109",NA,NA,NA,NA,33.84451,-86.95998,NA,NA,NA,"Interpolation-Digital Map Source (Tiger)","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","127",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"213","WHEL-7","21AWIC","21AWIC-169",34.620814,-87.000639,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-169","WHEL-7","River/Stream","Deepest point, main creek channel, Dry Branch embayment, immediately downstream of Alt. Hwy. 72 bridge.","06030002",NA,NA,NA,NA,34.620814,-87.000639,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","103",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"214","SSTD-1","21AWIC","21AWIC-1696",34.498611,-85.929444,"06030001","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1696","SSTD-1","River/Stream","South Sauty Cr at DeKalb CR 47","06030001",NA,NA,NA,NA,34.498611,-85.929444,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","049",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"215","GAIG-4","21AWIC","21AWIC-170",33.083708,-88.267569,"03160106","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-170","GAIG-4","River/Stream","Deepest point, main creek channel, Bogue Chitto Creek embayment, approx. 0.5 miles upstream of confluence with Tombigbee River.","03160106",NA,NA,NA,NA,33.083708,-88.267569,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","107",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"216","STVM-85","21AWIC","21AWIC-1700",34.179868,-87.972712,"03160103","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1700","STVM-85","River/Stream","@unnamed Marion Co. Rd. crossing.","03160103",NA,NA,NA,NA,34.179868,-87.972712,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","093",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"217","TYRT-61A","21AWIC","21AWIC-1729",33.56606,-87.57614,"03160112","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1729","TYRT-61A","River/Stream","@ unnamed Tuscaloosa Co Rd nr Sterling","03160112",NA,NA,NA,NA,33.56606,-87.57614,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","125",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"218","ALIP-3","21AWIC","21AWIC-173",33.266872,-88.293571,"03160106","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-173","ALIP-3","River/Stream","Deepest point, main creek channel, Coal Fire Creek embayment, approx. one mile upstream of confluence with Tombigbee River.","03160106",NA,NA,NA,NA,33.266872,-88.293571,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","107",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"219","UCCR-1","21AWIC","21AWIC-1730",32.316111,-85.014167,"03130003","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1730","UCCR-1","River/Stream","Uchee Ck @ AL Hwy 165","03130003",NA,NA,NA,NA,32.316111,-85.014167,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","113",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"220","UTCE-2","21AWIC","21AWIC-1739",34.0285,-85.9316,"03150106","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1739","UTCE-2","River/Stream","At Waldrop Farms, between bridge upstream to Ford","03150106",NA,NA,NA,NA,34.0285,-85.9316,NA,NA,NA,"Interpolation-Digital Map Source (Tiger)","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","055",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"221","WARB-2","21AWIC","21AWIC-1745",34.278139,-86.470583,"03160109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1745","WARB-2","River/Stream","Warrior Ck @ Cullman CR 56 (Red Hill Rd)","03160109",NA,NA,NA,NA,34.278139,-86.470583,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","043",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"222","GAIG-5","21AWIC","21AWIC-175",33.07344,-88.177409,"03160106","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-175","GAIG-5","River/Stream","Deepest point, main creek channel, Lubbub Creek embayment, approx. 0.5 miles upstream of confluence with Tombigbee River.","03160106",NA,NA,NA,NA,33.07344,-88.177409,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","107",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"223","RLHR-6","21AWIC","21AWIC-176",33.341389,-85.606389,"03150108","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-176","RLHR-6","River/Stream","Deepest point, main creek channel, Mad Indian Creek embayment, approx. 0.5 miles upstream of lake confluence.","03150108",NA,NA,NA,NA,33.341389,-85.606389,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","111",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"224","WLTB-1","21AWIC","21AWIC-1766",32.83971,-87.18488,"03150202","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1766","WLTB-1","River/Stream","Walton Ck @ CR 51","03150202",NA,NA,NA,NA,32.83971,-87.18488,NA,NA,NA,"Interpolation-Digital Map Source (Tiger)","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","007",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"225","YELT-33A","21AWIC","21AWIC-1774",33.33806,-87.45333,"03160112","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1774","YELT-33A","River/Stream","@ unnamed (Phelps Road) Tuscaloosa Co. Rd nr Co. 89","03160112",NA,NA,NA,NA,33.33806,-87.45333,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","125",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"226","ROCW-1","21AWIC","21AWIC-1779",34.159117,-87.166306,"03160110","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1779","ROCW-1","River/Stream","Rock Ck at Winston CR 66","03160110",NA,NA,NA,NA,34.159117,-87.166306,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","133",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"227","RLHR-5","21AWIC","21AWIC-179",33.340833,-85.509722,"03150108","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-179","RLHR-5","River/Stream","Deepest point, main creek channel, Wedowee Creek embayment, approx. 0.5 miles upstream of lake confluence.","03150108",NA,NA,NA,NA,33.340833,-85.509722,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","111",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"228","RLHR-4","21AWIC","21AWIC-180",33.343141,-85.544351,"03150108","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-180","RLHR-4","River/Stream","Deepest point, Little Tallapoosa River channel,  immed. downstream of Randolph Co. Hwy 29.","03150108",NA,NA,NA,NA,33.343141,-85.544351,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","111",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"229","GEOH-16","21AWIC","21AWIC-186",32.304361,-84.954524,"03130003","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-186","GEOH-16","River/Stream","Deepest point, main creek channel, Uchee Creek embayment.","03130003",NA,NA,NA,NA,32.304361,-84.954524,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","113",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"230","GEOH-9","21AWIC","21AWIC-187",32.141877,-85.06784,"03130003","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-187","GEOH-9","River/Stream","Deepest point, main channel, Hatchechubee Creek embayment","03130003",NA,NA,NA,NA,32.141877,-85.06784,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","113",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"231","LAYC-11","21AWIC","21AWIC-188",33.023643,-86.531157,"03150107","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-188","LAYC-11","River/Stream","Deepest point, main creek channel, Waxahatchee Creek embayment, approx. 0.5 miles upstream of lake confluence.","03150107",NA,NA,NA,NA,33.023643,-86.531157,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"232","LAYC-12","21AWIC","21AWIC-189",33.20703,-86.48864,"03150107","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-189","LAYC-12","River/Stream","Deepest point, main creek channel, Dry Branch embayment, approx. 1 mile upstream from lake confluence.","03150107",NA,NA,NA,NA,33.20703,-86.48864,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","117",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"233","ABIH-2","21AWIC","21AWIC-1907",31.472461,-85.162381,"03130004","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1907","ABIH-2","River/Stream","Abbie Creek at  State Hwy 95","03130004",NA,NA,NA,NA,31.472461,-85.162381,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","067",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"234","LAYC-9","21AWIC","21AWIC-191",33.247582,-86.456972,"03150107","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-191","LAYC-9","River/Stream","Deepest point, main creek channel, Yellowleaf Creek embayment, upstream of Gaston Steam Plant discharge.","03150107",NA,NA,NA,NA,33.247582,-86.456972,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","117",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"235","ALDM-230","21AWIC","21AWIC-1911",34.5949,-86.5458,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1911","ALDM-230","River/Stream","At unnamed county rd near Farley","06030002",NA,NA,NA,NA,34.5949,-86.5458,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","089",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"236","ALRC-1","21AWIC","21AWIC-1916",31.212028,-87.876,"03150204","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1916","ALRC-1","River/Stream","ALABAMA RIVER AT RIVER MILE 10.0. APPROX 10 MILES UPSTREAM OF ALABAMA RIVER/TOMBIGBEE RIVER CONFLUENCE","03150204",NA,NA,NA,NA,31.212028,-87.876,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","025",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"237","ANDL-9","21AWIC","21AWIC-1921",34.90568,-87.26564,"06030004","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1921","ANDL-9","River/Stream","Anderson Creek @ Lauderdale County Rd 156","06030004",NA,NA,NA,NA,34.90568,-87.26564,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","077",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"238","BAKB-1","21AWIC","21AWIC-1927",30.47548,-87.75055,"03160205","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1927","BAKB-1","River/Stream","Baker Branch at Baldwin CR 55","03160205",NA,NA,NA,NA,30.47548,-87.75055,NA,NA,NA,"Interpolation-Digital Map Source (Tiger)","NAD83",NA,NA,NA,NA,NA,NA,"US","01","003",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"239","BBRH-42D","21AWIC","21AWIC-1949",32.78504,-87.65406,"03160113","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1949","BBRH-42D","River/Stream","Big Brush Creek @ CR 21","03160113",NA,NA,NA,NA,32.78504,-87.65406,NA,NA,NA,"Interpolation-Digital Map Source (Tiger)","NAD83",NA,NA,NA,NA,NA,NA,"US","01","065",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"240","NEES-10","21AWIC","21AWIC-195",33.842497,-86.079719,"03150106","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-195","NEES-10","River/Stream","Deepest point, main creek channel, Beaver Creek embayment, upstream of Greensport Marina.","03150106",NA,NA,NA,NA,33.842497,-86.079719,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","115",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"241","BCRC-5","21AWIC","21AWIC-1962",31.271984,-87.169176,"03140304","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1962","BCRC-5","River/Stream","Burnt Corn Creek at  Smith Madden Rd","03140304",NA,NA,NA,NA,31.271984,-87.169176,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","035",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"242","BCRF-2","21AWIC","21AWIC-1966",34.401156,-87.873247,"06030006","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1966","BCRF-2","River/Stream","Little Bear Creek @ AL. Hwy 187","06030006",NA,NA,NA,NA,34.401156,-87.873247,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","059",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"243","LOGS-7","21AWIC","21AWIC-197",33.57086,-86.222705,"03150106","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-197","LOGS-7","River/Stream","Deepest point, main creek channel, Dye Creek embayment, approx. 0.5 miles upstream of lake confluence.","03150106",NA,NA,NA,NA,33.57086,-86.222705,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","115",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"244","BERF-5","21AWIC","21AWIC-1980",34.339633,-87.547311,"06030006","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1980","BERF-5","River/Stream","Bear Cr @Franklin Co Rd 93.","06030006",NA,NA,NA,NA,34.339633,-87.547311,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","059",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"245","BERF-6","21AWIC","21AWIC-1981",34.655817,-88.1217,"06030006","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1981","BERF-6","River/Stream","Bear Ck at Colbert CR1 (FTMP: BEAR CREEK APPROX 0.25 MILE DOWNSTREAM OF COLBERT CO. RD. 1 NEAR BURNSTOWN)","06030006",NA,NA,NA,NA,34.655817,-88.1217,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","033",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"246","BGCH-2","21AWIC","21AWIC-1988",31.080176,-85.431128,"03130012","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1988","BGCH-2","River/Stream","Big Creek at  Houston County Rd 203","03130012",NA,NA,NA,NA,31.080176,-85.431128,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","069",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"247","WDFA-6","21AWIC","21AWIC-2",32.411077,-86.632113,"03150201","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-2","WDFA-6","River/Stream","Deepest point, main creek channel, Swift Creek embayment, approx. 0.5 miles upstream of lake confluence.","03150201",NA,NA,NA,NA,32.411077,-86.632113,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","001",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
